OID_,Value,Count,Feature_hoos2,bps_aoi,scls_aoi,MAP_UNIT_SYMBOL,BPS_MODEL,BPS_NAME,LABEL
367,367,28.000000000000000,6,2078,120,223De02,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Developed
368,368,9.000000000000000,6,2084,5,223De02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,E
369,369,2.000000000000000,6,2084,4,223De02,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,D
370,370,5.000000000000000,6,2072,6,223De02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UN
371,371,1.000000000000000,6,2070,7,223De02,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,UE
372,372,5.000000000000000,6,2078,180,223De02,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Agriculture
373,373,1.000000000000000,7,2078,4,223De03,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,D
374,374,12.000000000000000,6,2076,5,223De02,13530_47,Southern Appalachian Low-Elevation Pine Forest,E
375,375,4.000000000000000,5,2078,180,223De01,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Agriculture
376,376,1.000000000000000,7,2072,4,223De03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,D
377,377,4.000000000000000,6,2079,180,223De02,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Agriculture
378,378,8.000000000000000,6,2067,1,223De02,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,A
379,379,2.000000000000000,5,2078,4,223De01,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,D
380,380,11.000000000000000,5,2078,7,223De01,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,UE
381,381,7.000000000000000,5,2085,4,223De01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,D
382,382,1.000000000000000,6,2079,6,223De02,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UN
383,383,1.000000000000000,5,2070,7,223De01,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,UE
384,384,1.000000000000000,6,2072,1,223De02,13210_47_48_53_57,South-Central Interior Mesophytic Forest,A
385,385,1.000000000000000,6,2085,4,223De02,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,D
386,386,8.000000000000000,5,2091,180,223De01,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Agriculture
387,387,4.000000000000000,5,2078,120,223De01,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Developed
388,388,16.000000000000000,5,2067,4,223De01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,D
389,389,1.000000000000000,5,2070,120,223De01,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Developed
390,390,7212.000000000000000,8,2085,2,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,B
391,391,4437.000000000000000,8,2084,3,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,C
392,392,67957.000000000000000,8,2072,2,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,B
393,393,4782.000000000000000,8,2072,7,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UE
394,394,1933.000000000000000,8,2088,3,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,C
395,395,2193.000000000000000,8,2085,3,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,C
396,396,511.000000000000000,8,2072,3,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,C
397,397,46146.000000000000000,8,2067,3,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,C
398,398,157.000000000000000,8,2084,6,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UN
399,399,7229.000000000000000,8,2067,7,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,UE
400,400,1473.000000000000000,8,2079,6,223De04,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UN
401,401,437.000000000000000,8,2088,180,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Agriculture
402,402,3455.000000000000000,8,11,111,223De04,,Open Water,Water
403,403,10.000000000000000,8,2067,1,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,A
404,404,363.000000000000000,8,2084,2,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,B
405,405,69.000000000000000,8,2085,1,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,A
406,406,4776.000000000000000,8,2072,120,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Developed
407,407,181.000000000000000,8,2084,7,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UE
408,408,1257.000000000000000,8,2085,180,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Agriculture
409,409,9989.000000000000000,8,2072,180,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Agriculture
410,410,1049.000000000000000,8,2079,180,223De04,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Agriculture
411,411,556.000000000000000,8,2085,7,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,UE
412,412,8621.000000000000000,8,2067,180,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Agriculture
413,413,14.000000000000000,8,2084,4,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,D
414,414,150.000000000000000,8,2067,5,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,E
415,415,3428.000000000000000,8,2067,120,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Developed
416,416,262.000000000000000,8,2088,7,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UE
417,417,189.000000000000000,8,2088,120,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Developed
418,418,706.000000000000000,8,2085,120,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Developed
419,419,224.000000000000000,8,2084,120,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Developed
420,420,269.000000000000000,8,2079,120,223De04,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Developed
421,421,246.000000000000000,8,2084,180,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Agriculture
422,422,6.000000000000000,8,2072,4,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,D
423,423,3.000000000000000,8,2084,5,223De04,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,E
424,424,22.000000000000000,8,2085,5,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,E
425,425,28.000000000000000,8,2072,6,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UN
426,426,78.000000000000000,8,2072,1,223De04,13210_47_48_53_57,South-Central Interior Mesophytic Forest,A
427,427,42.000000000000000,8,2088,6,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UN
428,428,3.000000000000000,8,2067,4,223De04,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,D
429,429,244.000000000000000,8,2079,7,223De04,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UE
430,430,1.000000000000000,8,2085,4,223De04,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,D
431,431,20528.000000000000000,9,2072,180,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Agriculture
432,432,21509.000000000000000,9,2067,180,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Agriculture
433,433,101761.000000000000000,9,2067,3,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,C
434,434,81295.000000000000000,9,2072,2,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,B
435,435,12786.000000000000000,9,2067,7,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,UE
436,436,396.000000000000000,9,2072,3,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,C
437,437,7534.000000000000000,9,2067,120,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Developed
438,438,6374.000000000000000,9,2072,120,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Developed
439,439,8469.000000000000000,9,2072,7,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UE
440,440,5499.000000000000000,9,2085,2,223De05,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,B
441,441,1219.000000000000000,9,2088,3,223De05,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,C
442,442,1553.000000000000000,9,2079,6,223De05,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UN
443,443,1655.000000000000000,9,2085,3,223De05,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,C
444,444,6178.000000000000000,9,2084,3,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,C
445,445,3.000000000000000,8,2076,4,223De04,13530_47,Southern Appalachian Low-Elevation Pine Forest,D
446,446,5.000000000000000,8,2076,120,223De04,13530_47,Southern Appalachian Low-Elevation Pine Forest,Developed
447,447,569.000000000000000,9,2084,2,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,B
448,448,404.000000000000000,9,2088,7,223De05,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UE
449,449,19.000000000000000,9,2085,5,223De05,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,E
450,450,1242.000000000000000,9,2085,7,223De05,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,UE
451,451,171.000000000000000,9,2067,5,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,E
452,452,805.000000000000000,9,2084,7,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UE
453,453,682.000000000000000,9,2084,120,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Developed
454,454,918.000000000000000,9,2085,120,223De05,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Developed
455,455,292.000000000000000,9,2084,6,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UN
456,456,1074.000000000000000,9,2084,180,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Agriculture
457,457,34.000000000000000,9,2072,6,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UN
458,458,3535.000000000000000,9,2085,180,223De05,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Agriculture
459,459,165.000000000000000,9,2088,120,223De05,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Developed
460,460,761.000000000000000,9,2088,180,223De05,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Agriculture
461,461,8.000000000000000,8,2088,2,223De04,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,B
462,462,279.000000000000000,9,2079,120,223De05,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Developed
463,463,502.000000000000000,9,2079,7,223De05,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UE
464,464,2856.000000000000000,9,11,111,223De05,,Open Water,Water
465,465,67.000000000000000,9,2085,1,223De05,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,A
466,466,24.000000000000000,9,2072,4,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,D
467,467,178.000000000000000,9,2072,1,223De05,13210_47_48_53_57,South-Central Interior Mesophytic Forest,A
468,468,7.000000000000000,9,2088,2,223De05,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,B
469,469,9.000000000000000,9,2084,1,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,A
470,470,67.000000000000000,9,2088,6,223De05,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UN
471,471,21.000000000000000,9,2067,4,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,D
472,472,15.000000000000000,9,2084,4,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,D
473,473,358.000000000000000,9,2078,5,223De05,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,E
474,474,4.000000000000000,9,2085,4,223De05,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,D
475,475,15.000000000000000,9,2067,1,223De05,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,A
476,476,20.000000000000000,9,2078,7,223De05,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,UE
477,477,8.000000000000000,9,2078,120,223De05,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Developed
478,478,720.000000000000000,9,2079,180,223De05,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Agriculture
479,479,20.000000000000000,9,2078,4,223De05,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,D
480,480,7504.000000000000000,10,2067,7,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,UE
481,481,4215.000000000000000,10,2067,120,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Developed
482,482,4035.000000000000000,10,2072,120,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Developed
483,483,100309.000000000000000,10,2067,3,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,C
484,484,10281.000000000000000,10,2072,180,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,Agriculture
485,485,4362.000000000000000,10,2072,7,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UE
486,486,8147.000000000000000,10,2067,180,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,Agriculture
487,487,62163.000000000000000,10,2072,2,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,B
488,488,9.000000000000000,8,2078,5,223De04,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,E
489,489,3436.000000000000000,10,2088,3,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,C
490,490,9866.000000000000000,10,2084,3,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,C
491,491,1399.000000000000000,10,2084,2,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,B
492,492,4441.000000000000000,10,2085,2,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,B
493,493,32.000000000000000,9,2078,180,223De05,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Agriculture
494,494,1140.000000000000000,10,2084,7,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UE
495,495,812.000000000000000,10,2088,180,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Agriculture
496,496,3730.000000000000000,10,11,111,223De06,,Open Water,Water
497,497,294.000000000000000,10,2088,120,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,Developed
498,498,557.000000000000000,10,2088,7,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UE
499,499,14695.000000000000000,10,2079,6,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UN
500,500,20.000000000000000,10,2067,1,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,A
501,501,1.000000000000000,10,2067,2,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,B
502,502,1015.000000000000000,10,2085,7,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,UE
503,503,88.000000000000000,10,2072,1,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,A
504,504,126.000000000000000,10,2067,5,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,E
505,505,902.000000000000000,10,2079,120,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Developed
506,506,1120.000000000000000,10,2085,3,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,C
507,507,89.000000000000000,10,2085,1,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,A
508,508,22.000000000000000,10,2088,2,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,B
509,509,62.000000000000000,10,2084,1,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,A
510,510,744.000000000000000,10,2084,120,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Developed
511,511,6.000000000000000,10,2079,4,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,D
512,512,3.000000000000000,10,2085,5,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,E
513,513,523.000000000000000,10,2084,6,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,UN
514,514,379.000000000000000,10,2085,120,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Developed
515,515,1700.000000000000000,10,2085,180,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,Agriculture
516,516,187.000000000000000,10,2072,3,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,C
517,517,1265.000000000000000,10,2084,180,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,Agriculture
518,518,23.000000000000000,10,2084,4,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,D
519,519,2753.000000000000000,10,2079,7,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,UE
520,520,1723.000000000000000,10,2079,180,223De06,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,Agriculture
521,521,102.000000000000000,10,2088,6,223De06,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,UN
522,522,6.000000000000000,9,2084,5,223De05,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,E
523,523,54.000000000000000,10,2072,6,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,UN
524,524,4.000000000000000,10,2067,4,223De06,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,D
525,525,2.000000000000000,10,2074,180,223De06,13260_47,South-Central Interior/Upper Coastal Plain Flatwoods,Agriculture
526,526,8.000000000000000,9,2076,5,223De05,13530_47,Southern Appalachian Low-Elevation Pine Forest,E
527,527,4.000000000000000,10,2072,4,223De06,13210_47_48_53_57,South-Central Interior Mesophytic Forest,D
528,528,2.000000000000000,10,2085,4,223De06,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,D
529,529,5.000000000000000,9,2070,180,223De05,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Agriculture
530,530,7.000000000000000,10,2074,5,223De06,13260_47,South-Central Interior/Upper Coastal Plain Flatwoods,E
531,531,7.000000000000000,10,2074,7,223De06,13260_47,South-Central Interior/Upper Coastal Plain Flatwoods,UE
532,532,13.000000000000000,10,2074,4,223De06,13260_47,South-Central Interior/Upper Coastal Plain Flatwoods,D
533,533,85.000000000000000,10,2078,5,223De06,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,E
534,534,4.000000000000000,9,2076,7,223De05,13530_47,Southern Appalachian Low-Elevation Pine Forest,UE
535,535,3.000000000000000,10,2084,5,223De06,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,E
536,536,39.000000000000000,10,2076,5,223De06,13530_47,Southern Appalachian Low-Elevation Pine Forest,E
537,537,4.000000000000000,10,2091,180,223De06,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Agriculture
538,538,2.000000000000000,10,2076,180,223De06,13530_47,Southern Appalachian Low-Elevation Pine Forest,Agriculture
539,539,1.000000000000000,10,2070,180,223De06,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,Agriculture
540,540,50.000000000000000,10,2078,180,223De06,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Agriculture
541,541,1.000000000000000,10,2070,7,223De06,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,UE
542,542,1.000000000000000,9,2078,2,223De05,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,B
543,543,6.000000000000000,10,2078,120,223De06,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,Developed
544,544,18.000000000000000,10,2078,7,223De06,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,UE
545,545,2.000000000000000,10,2076,4,223De06,13530_47,Southern Appalachian Low-Elevation Pine Forest,D
546,546,1.000000000000000,10,2076,6,223De06,13530_47,Southern Appalachian Low-Elevation Pine Forest,UN
547,547,1.000000000000000,10,2076,120,223De06,13530_47,Southern Appalachian Low-Elevation Pine Forest,Developed
548,548,4.000000000000000,10,2078,4,223De06,13630_47_53,Central Interior Highlands Dry Acidic Glade and Barrens,D
549,549,3.000000000000000,10,2076,7,223De06,13530_47,Southern Appalachian Low-Elevation Pine Forest,UE
